y,weights,parent_attachment_w1,deviant_esteem_w1,parent_stress_w1,parent_monitoring_w1,desire_stress_w1,friend_stress_w1,self_confidence_w1,higher_school_dependence_w1,neg_esteem_w1,academic_stress_w1,parent_attachment_w2,deviant_esteem_w2,parent_stress_w2,parent_monitoring_w2,desire_stress_w2,friend_stress_w2,self_confidence_w2,higher_school_dependence_w2,neg_esteem_w2,academic_stress_w2,parent_attachment_w3,deviant_esteem_w3,parent_stress_w3,parent_monitoring_w3,desire_stress_w3,friend_stress_w3,self_confidence_w3,higher_school_dependence_w3,neg_esteem_w3,academic_stress_w3,parent_attachment_w4,deviant_esteem_w4,parent_stress_w4,parent_monitoring_w4,desire_stress_w4,friend_stress_w4,self_confidence_w4,higher_school_dependence_w4,neg_esteem_w4,academic_stress_w4,parent_attachment_w5,deviant_esteem_w5,parent_stress_w5,parent_monitoring_w5,desire_stress_w5,friend_stress_w5,self_confidence_w5,higher_school_dependence_w5,neg_esteem_w5,academic_stress_w5
stable,136.47159793213245,-0.09238543905883181,0.20435279121557567,0.16745929251160593,0.2781560269727584,0.540704673677711,0.7539836834143508,-0.031512566318186774,-0.14042959701712415,-0.3991523801011816,0.10436134284630241,-0.05809448409363272,-0.2503702806153573,0.2117346678295372,-0.028228809834316637,0.7884929989698788,0.7259218407697752,-0.40425946386046635,-0.547556453714083,0.25599547676900936,0.11020846877434023,-0.07663490693538272,0.2180993505384133,-0.07200989828700186,-0.35243376760398587,0.8430447804579653,0.7404797254351717,0.3428562294799999,0.4249577331672021,0.33000805111327897,0.4725252570343066,0.0798583596452165,0.2577487744689184,0.2779410795037698,0.19708837280098074,1.8044880719359555,0.15769676976724317,-0.47798745915897123,0.30920727275028825,0.8480346545499055,1.2389532053859469,-0.4399279771132753,1.0528820308677913,0.3542375980279901,-0.458379987501979,0.4083107588090834,0.9270028154392811,-0.5811370196107449,-0.4728438450988931,0.4900102587454012,0.1623238621899902
stable,216.23003498078836,0.675000349530746,0.22659230873943134,0.07083686010616816,-0.08683541145971234,0.055054257431330585,0.7519430740415904,0.38803365692373787,-0.03627467158207635,0.1812106268663923,-0.06662896804226656,0.8672214849761196,-0.6430324566814652,-1.1384225378128208,0.26353117053316877,-1.3365840673934557,-1.0607544016260522,0.4372977033946674,0.6798820769073645,0.3042348139742228,-1.628669518199187,0.6135363081362876,0.27851406885997937,-1.3867743180473984,-0.5685649888520358,-0.5517837635524708,-0.8257601661009736,-1.1904953506254445,-0.5241178928265786,0.1619686944236095,-1.8695270136072981,0.5338115365625349,-0.6446884891499042,-1.2707576229938915,1.3356774201557482,-1.3170683527195448,-0.9029526351641513,-0.1817254918947978,0.2360364969532823,-1.2061367899355013,-1.8303767521079455,1.1910299760973124,-0.5342767355362353,-0.9830459824744676,0.8354570153891412,-1.2055945156451153,-0.779903206459985,-0.1814271136314785,-0.5982817463341915,0.46185771285344634,-1.5114527188187807
explorative,381.9238590332586,1.2246077451815587,-0.54603068035295,-1.1868677735208282,0.775265207190158,-0.16889560268725323,0.2914570778361425,0.516254121807573,1.0917177098000101,-0.28890188950211343,-0.7437069569096113,1.2128291195382779,-0.647112868416172,0.1456106629805652,0.3841821640251151,-0.5554012329783399,-0.7786103747541335,1.2669031138259241,1.3974538274989285,0.10520549461179247,0.4785939158503804,0.5992542145796983,-0.5872797770558451,-0.3201029556243752,-0.4732457481975775,-1.0914089537558822,-0.2631470686534943,0.00522058076400583,1.1352645787072806,0.9408880082950904,1.0251767174542712,0.6386562059639453,-0.6186568502253813,-0.746346324891918,-0.8114408705546118,-0.9068377085677157,-0.03531563622332259,0.5473552541053897,0.9848645298876645,0.2648974832015711,0.2452385255808832,0.4479508327439315,-0.5669362925394064,-0.6445645271770114,-0.6604211671256717,-0.9043390991309906,-0.6172701894635846,0.919590749221473,-0.28663860238137207,-0.9096482686096998,-0.6790101517536149
explorative,185.7784859576925,-0.19516037761402558,1.0564629602194677,0.14103136845915462,-0.7963253511559729,0.34686889016869404,0.7750295747108974,-0.39867630235261114,-0.96633037722895,0.3320964084099215,-0.1186274846828374,-0.444736610269188,-0.5810201337470463,-0.573662768611249,-0.8549106743505441,-0.5016687378414324,-0.1884625352150443,1.1467550329394283,0.07063105658787684,1.5967966504417879,-0.7794577276359769,0.6041498458037146,0.16887240090799915,1.2125020369282222,0.3179248694447766,-1.0379678465705424,-0.7843761459772944,-0.3552597186429147,-0.26598705340896667,-0.45079116421322585,1.457181660646017,0.5588061147844223,0.9896552032750073,0.0790632911233193,-1.8981890400256503,0.2000653823213399,0.19719827124285363,0.901236013916006,-0.427725120969159,0.31967855346383944,0.08683946102428194,-0.6096962202304086,0.30792147432051015,-0.39605042645604205,-0.4931943743912998,0.01354679015126781,-0.7469490205356157,1.0695811728078937,-2.190845727415652,-0.06683249855574745,-0.7703691249942888
stable,192.1471081056752,0.5630003503022064,0.16057248712498362,-0.4862354068132261,0.394484526902549,-0.7378568112708973,0.6762016375157579,0.7081736118111629,0.19897639608370093,0.16351055924588032,0.1675983945454773,-0.30915522826068703,0.6788794621587537,0.30080741941724937,0.41877311675482465,1.4247673525887725,0.10766507839605363,-0.3899177849394688,0.6687058169039415,0.45064454000059884,0.5562979802579022,1.2031326578354076,-0.6202571385927907,-0.6239688655611957,0.3881569518230521,-0.7306603198220872,-0.8815706518409823,0.4438811396509356,1.2877902402838572,-0.656196152796702,-0.2959469357628256,0.5310981796576618,-0.435533487567128,0.13618344456688877,0.5419827300392626,0.0891152558753008,-0.7989908298166272,-0.004696499912994138,1.2370670543649636,-0.08035307574454652,0.7522383099845196,0.38124907048234596,0.2213002092693238,0.502863504997223,-0.09643511267679765,-0.34570353568029294,0.07737408631652304,1.1154654000955229,0.48684437245917567,-0.4310965870290724,0.9203326651433958
stable,180.19810603981617,0.029443802945254918,-0.6207576467225862,-1.0812985459236415,-0.9654723323620885,-0.7090552899070519,0.7401065812491863,-0.860848022971054,0.4517762405338884,-0.10770136582323975,0.22922241517959308,0.2923534066166824,-0.5031686115731292,-0.3548905700621555,-0.7502239872906155,-0.3393846226112423,-0.19388986441693482,-0.6275333289449395,1.0579232537321026,1.0081996543298408,0.6625097350615874,0.1472418529588213,0.20109892903994198,1.0910802779837878,-0.5769766766845772,-0.7641377853004137,-0.6334568919309818,-0.4386471503612423,0.38386183143691044,0.7812749623959954,1.3565362189894075,0.35234023340636206,-0.5252288438592267,0.002528624732143773,-0.8666330380871855,0.37940256397254474,1.0762338990679248,-0.48843716132511517,1.0804017868693305,1.0801662592838093,1.4340636323144849,-0.18009313708958588,-0.3525587658107193,0.31639968670455054,-0.6923781741078823,0.0025011462410949818,0.28315819406204024,-0.3310191742525432,0.7424230540419932,0.7521908213247727,1.7935230125587263
explorative,248.33950148001588,-0.7406295889471566,-0.33197497888106126,0.01335915823996215,-0.28221529672967943,-0.7224023756607906,-0.20571462916602085,0.13936312100722859,1.0978693195747968,0.11325131414897456,0.21577525878480763,-0.17551753981828624,0.7564545954665912,0.41857973020299827,0.42340694698740733,-0.5156381032094468,1.0497338060082662,-0.8233013460026575,-1.0127594400677902,0.03157626466955206,-0.21125608858151168,-0.08302519726231813,-0.41664897526110023,-0.5417068172384172,-0.05598763642621816,-0.7223462795026998,-0.09946173492637025,0.14323293717109772,0.8799133498950191,0.3479129081675899,-0.7406493160854215,-0.9361890437418217,0.18106942546546387,0.06469305878593697,-1.294467289735469,-0.4197796296321429,-0.02415825974992433,0.3177067751311132,1.0044289524525738,-0.07026393036369462,-0.35487923953771194,-0.530309045449567,-0.5440154309047699,-0.42268870788682184,0.029608427309666306,-0.420770983478387,0.033686429356930475,0.2691630880141569,-0.5757381705833222,-0.34771749958734893,-0.7422583823175961
stable,182.93537763739133,-0.31035004487572454,-0.4914353289613396,-0.6535831882800044,0.2385713107859693,-0.4310966061593166,-0.09088113030452617,-0.39081897858301995,-1.5530966690506771,0.20255097471029754,-0.7429175043473029,-0.27099697513018917,-0.6328146065778485,0.8522719485266973,0.19427049970357702,0.1471746045316078,-0.5893207127915329,0.203229338708429,0.499970224100576,-0.5235638891710386,1.2724678952748936,0.3700940261687115,-0.5677260412583341,-0.5921639983239569,0.5273451971368277,-0.49916018688996766,-0.11029710872405138,0.36618332100963846,-1.1684370426420703,0.07601307130777536,-0.9727735922578894,-0.341532276899601,0.18864048291573182,-0.4700241453901404,-0.4205172670438885,-0.46379097646101336,-0.05054464781615866,0.30368425711563574,-2.1153558796151337,-0.5579606780046795,-1.1451009192648363,0.4619130440307993,0.23118319155837755,-1.2286449739191951,0.4683038706637283,-1.22896809529713,-0.7868027599002358,0.3028795027763988,-1.3695961819213887,-0.5668053187986244,-1.796169772929931
stable,154.05878431541134,-0.18000423836091536,0.3223717911721567,0.16161056297255047,-0.23365584348721746,0.6742529000152313,0.7773685352512442,-0.12399056683319899,0.5951825206548814,0.24814360952489406,-0.04195031856822993,-0.39369241684954137,0.36683915218322316,0.22480931682217115,-0.860027127504752,0.2995960460694181,0.7254690377398751,-0.40331365650631956,0.6401533543903831,0.28766289837915826,0.07929584967450656,-0.46202810834983354,-0.5581788384965483,0.014131283330558983,-0.6665318417386618,0.40740683977285824,-0.037441707873107466,-0.4435396616208004,-0.5190030314392574,0.21954995628805885,-0.10474718768507141,-0.38261472526676216,0.562894698625945,0.2676963609193227,-0.4272654930512604,0.3290304394860974,0.023670932342231738,-0.46314155253496425,-0.4678454327319768,0.34163623649795943,-0.10837090305339026,-0.482190421894102,0.32708026799949025,0.5909620120292478,-0.7064297680531048,0.8373191160600333,0.14125424214010596,-0.9375928514986571,-0.5746332988020751,0.9157035358317858,0.7894900392167028
stable,143.63756712524932,-0.9220361545132066,-0.6409380852990113,0.8134639230434995,0.040302450766901365,-0.7734113246662463,-0.9790718461170814,0.919714797837982,0.622449139853756,-1.3693830920005514,-0.8778650158910494,0.3643424675760851,-0.6757931646477097,-1.4366486316727434,0.5481350114819395,-1.3659407996159416,-1.0972376803044743,1.2594121015133903,0.607165818111445,-1.5385124825996048,-1.828285038508716,-0.8741810005903209,-0.5699014516463875,1.6367171385531492,0.391843720969651,0.5420627719006403,0.47572796216582885,0.7335079770820975,1.0043723628319334,-1.3047413699884172,-0.5348282702168186,-0.30115173126367384,-0.6126084174689438,-6.585791514853627e-05,0.1733441646742681,-0.4786025213657776,-0.06351057978928096,0.7168731830160741,-0.421879701033307,-0.8008822120390066,-0.7748433635975294,-0.48637792975296684,-0.5128436831571301,1.193858432460013,-0.43069266593865513,0.07403725272571146,-0.7338058741622683,0.30228352590824803,0.518830906045919,0.4413552485110729,-1.0635876475040311
