"y","parent_attachment_diff1_2","parent_attachment_diff2_3","parent_attachment_diff3_4","parent_attachment_diff4_5","parent_attachment_diff5_6","deviant_esteem_diff1_2","deviant_esteem_diff2_3","deviant_esteem_diff3_4","deviant_esteem_diff4_5","deviant_esteem_diff5_6","parent_stress_diff1_2","parent_stress_diff2_3","parent_stress_diff3_4","parent_stress_diff4_5","parent_stress_diff5_6","parent_monitoring_diff1_2","parent_monitoring_diff2_3","parent_monitoring_diff3_4","parent_monitoring_diff4_5","parent_monitoring_diff5_6","desire_stress_diff1_2","desire_stress_diff2_3","desire_stress_diff3_4","desire_stress_diff4_5","desire_stress_diff5_6","friend_stress_diff1_2","friend_stress_diff2_3","friend_stress_diff3_4","friend_stress_diff4_5","friend_stress_diff5_6","self_confidence_diff1_2","self_confidence_diff2_3","self_confidence_diff3_4","self_confidence_diff4_5","self_confidence_diff5_6","higher_school_dependence_diff1_2","higher_school_dependence_diff2_3","higher_school_dependence_diff3_4","higher_school_dependence_diff4_5","higher_school_dependence_diff5_6","neg_esteem_diff1_2","neg_esteem_diff2_3","neg_esteem_diff3_4","neg_esteem_diff4_5","neg_esteem_diff5_6","academic_stress_diff1_2","academic_stress_diff2_3","academic_stress_diff3_4","academic_stress_diff4_5","academic_stress_diff5_6"
"InSchool",-0.271774847299466,0.295652412725345,-1.42566465876104,0.929802788754228,0.450192111912809,-0.441911659232878,-0.0155779970050369,-0.918200145359164,-0.127936778980358,0.407124227930746,0.667676688193895,1.45552012632351,0.0970891273447466,-0.21992603474688,0.327886936442604,0.709880888347937,-0.894547220436493,0.464878884563765,-0.534093104099789,0.569075594828733,-0.649983155876376,-0.71194725856329,-0.278232404165424,-0.0591009707851295,-0.281883884057035,0.179886059126687,1.05859018592172,0.0381725810541638,0.106851102325365,-0.637111225859966,-1.13956641613553,-0.172179071683202,0.117674459243174,0.622878080356059,-0.265362086676119,1.16619059991848,-1.49753986482994,1.0407454870786,-0.112724359355902,-4.36654621755909,-1.44718819417051,1.38731765052854,-1.28783411531752,-1.01912983843108,0.760178527983979,0.906669010113967,0.577528262842128,0.0414145360357174,0.331031781087877,0.379320368905282
"InSchool",-0.597164614904752,-0.662873403833603,1.12367100368338,-1.21279384413295,-0.451783844708893,0.276740979419637,0.820608580992976,0.756668736885852,0.679162002052329,0.109357956269425,-0.656636354671804,0.469533955742532,-0.382019918807444,-1.67439191580441,-0.885513150953473,-1.25834920143139,0.268468031801868,0.740382544588767,-0.383275151811447,-0.134840392279573,-1.01413301723442,-0.800557317470013,0.0230861642875162,0.384179102797765,0.670922648899272,-1.86358049394151,2.02923550955004,-0.335256464734343,1.13183202427601,0.179018782637322,0.934285972920026,0.106294922645267,-2.10512526360894,0.380813904038395,0.78168513361425,-0.490468895736576,-0.296182704487167,-1.13209118634802,-1.37792132014145,1.63029918303326,-0.128094463989144,-0.607941645882791,-0.839480701176891,-0.348727717589084,-0.515011056615554,-1.64888589416549,0.974702055805038,-0.633290936055113,-0.688080848834961,-2.12879095667917
"InSchool",0.868248792302835,0.230004574817061,-0.29460123492078,-0.518152184372814,0.499066092059068,0.0168135020422308,-1.31989574598593,-0.261945732361341,0.536519266655764,-0.576448769900307,-1.58888226667113,-1.10754693225137,0.451207953470288,-0.233194827609899,0.692059204564959,-0.0137569757599929,-1.42320831950877,0.208571306858737,-0.748713602745069,0.104450223541656,0.381437694010907,-0.67790600981336,1.83986850360235,0.520775149469959,-1.17879018507068,-0.359279833513619,-0.81889796725834,-0.133068074904705,0.358719269532024,-2.49091061822106,-0.0194596833904329,-0.791334802319439,0.0707073534204533,-1.13516953504716,1.34632917097203,1.97561722998335,0.0866449371819763,-0.976696829765597,-0.763735690037199,-0.376797917974489,0.0852965735205388,0.403653823807705,0.769319502647407,-0.387281367404356,0.192252895472835,1.12737708527817,0.39175072493618,0.464225980421316,0.662380618762519,0.517836004807711
"InSchool",0.00532838638791897,0.823979370489904,-1.09768595766466,-0.248380757368591,0.64391661170672,0.114097150435123,0.0481441064884534,-0.0734694982371664,-0.582276544543612,0.776664501136916,-0.675760835071566,-0.939760238714462,-0.377038473618587,1.65291182028997,-0.959740564616444,-0.867713354061228,1.44927683426243,-2.04305821841053,0.236350506639244,2.28114267282443,-0.136252552043158,-0.0102317856186104,-1.32586683094618,1.5781215877698,0.18619637170804,0.747263880258055,-0.0288992816453002,-0.266343359314113,1.10024269903688,-0.280968896319783,-0.236676572310214,0.000269111515807774,-1.00727743574413,-0.377106735859683,0.459481331191032,-0.051601355027629,0.24476693924686,-1.40394464676499,-1.34667351148824,1.1917275446258,-0.154221923882787,0.113198198620479,0.384136259049279,0.807816094577001,1.31267480498041,0.415648577050054,0.723418403740399,-0.481562466752067,0.897612673222551,2.0044069952782
"InSchool",-1.92473355789687,0.477251809755313,-0.275818096171484,0.757342313777056,-1.1420729247015,1.80836170047781,0.406540582211331,-0.808960037191867,-0.689170179377812,0.680641458849173,0.710542145401474,0.623182598193938,-1.42680401318147,0.699583871106975,0.759396975373944,-0.72390507750494,-1.28716156759978,-0.801081274874134,-0.521855358267799,-0.923833872045662,2.30977038495965,2.06551475932503,-0.399791917404685,0.0934792888386971,0.346879113555313,0.269429584799294,0.573723227901125,-2.64397190614476,2.11729257832089,-0.615927219794577,0.222922133608132,-0.377523706903299,-1.18893671611108,0.751998068815655,1.1433734943462,-0.625434513675609,0.868791631965838,0.957910873675106,0.167555112780484,0.832731151918759,1.02226372926756,-0.316642869981202,-1.41963817303582,-0.679322624532756,0.917853940781879,1.43508472800274,0.403752895214289,-1.50221806663199,-0.297461644188127,0.786963202637021
"InSchool",-0.865455335006704,0.413304988510468,-0.23735073555424,-0.554991645647307,-0.196874095684799,0.977939835358575,-1.13930013548345,-0.307292600882203,-0.127651757542543,-0.634290327427251,1.06696069584106,-0.587279801134578,-0.212180989552946,-0.744348812735333,0.0615935658046806,-0.962261124930224,0.567153683544014,-0.158705072041856,0.515440581593758,-0.648961758395788,-0.820002893380698,-0.236571975117144,0.513664536103966,-0.126689475653744,0.23026290068399,-0.2309622488072,0.862950653757656,-0.239347549890322,0.891260959431111,0.198767374933704,0.328525956029481,-0.506405070623264,-0.692513949458417,-0.563515219857781,0.798114540819196,-0.709226953115714,0.822344758847404,-0.207219304081459,0.371015221450808,0.220058174566491,-1.18335809139618,1.22217910429343,-0.299259525900607,0.546641920276898,-0.953060875339501,-0.0830280595210892,0.206713135301074,-0.0957675699134505,1.02938023652883,-0.254834380148219
"InSchool",-0.0744590770705745,0.206341713471986,0.913318282524744,1.00301293093031,-1.70892517694638,0.440878417982561,-0.208691191951682,0.205658569628879,0.779672559509416,1.08026908329605,0.249460719927516,0.137315038178311,0.46290694493358,0.0430543419443336,1.18949554966151,-0.143575432756808,-1.24973853187347,-0.113207637337772,1.47741141019241,-0.629453812846734,0.743714544211356,-0.420709545176514,-0.717305358069169,-1.09336455655739,1.22858357016612,-0.459029539419668,-0.0296321958623342,-0.831334197899498,0.684226163234546,-0.79348438068947,-0.584255529991665,0.35837777401124,-0.604272993659396,-0.170972746657017,1.35514741360074,0.777425874728176,-1.15639373905701,0.0632365468968777,-0.0431621902383391,1.03318162505323,-0.142973694044926,0.266714948588699,-1.58441794293695,-1.1665567630278,0.969700539167599,0.0581337846891626,1.05449925548255,0.988356955812942,-2.32162385434135,1.4466599434363
"InSchool",0.488502570405092,0.00950120245581221,-0.0451991185218227,-1.06214972087267,0.408933911662331,-0.159758073387064,0.180214563920883,0.481725058747002,-0.632124142416499,0.479267402395281,0.731952249512649,0.373192645313306,-1.55525269465969,0.293522607550536,0.265741853457703,1.25496361110172,-0.326432672070837,-1.60091896036274,1.66879684119798,-1.02304535274541,-0.563954528788657,-1.54752355450269,-0.532167323089269,-0.0908068974571219,1.08432103828489,0.917560348315463,-2.20876037811765,0.159573983946429,-1.81398846523053,1.10018895489898,0.583292836007685,-0.702550794429907,0.0749949060745211,1.31092755249241,-0.202316606168142,2.85320374977343,0.241868971230484,-1.69468142722261,1.03488001739747,-1.58967977066436,0.0638606297666101,-0.0729875150205248,-0.104689910736599,-1.21345007348231,1.59444243222998,-0.686360472962579,0.469139486827376,0.0397150401464782,0.317600609360896,-0.74595021593231
"InSchool",-0.0224503708702499,0.885468397925733,-1.42201196108873,0.774328078338235,-0.191143731269239,0.746950082724986,-0.0375166702904789,-0.288586395228846,1.01235594366159,-0.269672218816055,-0.109530493785866,-0.443612413364893,0.217556179456672,0.192333924479197,0.578891103843031,0.000786019774802527,0.32132842269818,-0.741341303455483,0.755650913861302,-2.33233606856429,0.855433472789227,-2.09971548123894,0.628951548002978,1.10274088716221,-0.493795970962289,-0.267096146092239,-1.04509436683051,0.21967398344851,-0.218665360492983,-0.558120592663214,-0.251951534236729,0.344226959436002,-0.589861830798339,-0.486911859226775,-0.0772494699400191,-0.738353227568243,2.81466087885449,-1.03897447674368,-1.90039693738625,-1.90242138793551,0.100373590574778,0.365905038147217,0.312530997246259,0.387558411260469,0.504552672665867,0.600310239557474,-0.114639466595469,-0.687935882219305,-0.0417870164547278,0.830435834268803
"InSchool",0.344417169387117,-0.555359417336876,1.97816355821611,-0.4212610506048,-0.249250614233312,0.139570488657936,0.751785417843052,-0.443563714513717,0.291963773124463,1.07187728850352,-0.402831843599326,0.0709401563791781,-0.0718390644077248,-1.44601264462501,-0.539073126183533,0.728851021803599,-0.356838495858593,0.682957163111759,-0.806054457901982,0.588600557840882,0.467839372539189,-1.70451435555719,0.354320576596175,0.323254273430182,-0.0540908570146264,-0.914751014842593,1.21186872499595,1.59709122803426,-0.359659404172752,0.220966228074451,2.05049252928601,0.659372226642506,-0.271354532171399,-0.168657076535471,-0.61320594579469,1.44590177570933,-1.04348675032335,-0.680230181885018,0.0627304600843949,-0.962526664191256,-0.793295543800987,-2.26847255401423,-0.593178605871431,0.546732951568261,0.137053811708158,-0.92659406656111,-1.73681999861638,0.0567385619304435,0.166453153857105,-0.47316098674541
